application_id,application_title,project_start_date,start_month,start_quarter,start_month_number,Post,Time,TimeAfter,Leak52,Leak55
12611,A genome-wide association study in gout: the NZ/Eurogout/US Consortium,2015-06-01,2015-06-01,2015-04-01,6,0,36,0,0,0
12653,"Investigation of the association between the main vitamin D predictors and vitamin D status, and the role of vitamin D in survival of patients diagnosed with oesophageal or gastric cancer",2016-01-01,2016-01-01,2016-01-01,1,0,43,0,0,0
12703,Investigating the Genetic Architecture Underlying the Developmental Origins of Health and Disease,2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
12788,Assessing the history and health consequences of rare variants,2016-04-01,2016-04-01,2016-04-01,4,0,46,0,0,0
12871,Genetic determinants of cardiorespiratory fitness in the UK Biobank,2015-06-08,2015-06-01,2015-04-01,6,0,36,0,0,0
12885,Genetic determinants of objective physical activity levels and fitness in the UK Biobank,2015-05-11,2015-05-01,2015-04-01,5,0,35,0,0,0
13017,Causal impact of multiple inflammatory pathways on cognitive function and risk of dementia,2015-07-04,2015-07-01,2015-07-01,7,0,37,0,0,0
13055,"Dietary fats, carbohydrates and the risk of cardiovascular disease in the UK Biobank study",2015-07-03,2015-07-01,2015-07-01,7,0,37,0,0,0
13126,"The pathogenesis, predictive value and clinical utility of arterial stiffness.",2016-06-13,2016-06-01,2016-04-01,6,0,48,0,0,0
13135,Comprehensive study of mosaic loss of chromosome Y in aging males and predisposition to cancer as well as Alzheimer's disease using the UK Biobank cohort.,2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
13161,Eating Disorders in Biobank,2016-11-01,2016-11-01,2016-10-01,11,0,53,0,0,0
13310,Impact of genetic and environmental associations on neuropsychiatric disorders and associated phenotypes,2018-11-26,2018-11-01,2018-10-01,11,0,77,0,0,0
13352,"Evaluation of Association of TRPV4 Variation with Heart Failure, Respiratory, Renal and Menstruation Phenotypes",2015-09-01,2015-09-01,2015-07-01,9,0,39,0,0,0
13375,Genome-wide association study of alcohol intake and tobacco smoking.,2015-09-01,2015-09-01,2015-07-01,9,0,39,0,0,0
13399,Genetic epidemiology of Ménière disease in UK Biobank,2017-04-13,2017-04-01,2017-04-01,4,0,58,0,0,0
13427,Genome-wide association studies of continuous activity tracker data,2016-01-01,2016-01-01,2016-01-01,1,0,43,0,0,0
13436,Genetic determinants and biological pathways linking major inflammatory biomarkers to disease outcomes,2015-09-30,2015-09-01,2015-07-01,9,0,39,0,0,0
13462,Association between cancer therapy and cardiovascular-related comorbidities in patients with cancer,2015-09-01,2015-09-01,2015-07-01,9,0,39,0,0,0
13489,"Relation between hearing and demographic, behavioural and biological markers in middle aged people",2012-09-24,2012-09-01,2012-07-01,9,0,3,0,0,0
13539,The relationship between executive functioning (working memory) and dietary intake and weight in people with and without diabetes using the UKBiobank cohort.,2015-07-01,2015-07-01,2015-07-01,7,0,37,0,0,0
13556,Loss of the Y-chromosome in cardiovascular disease,2015-07-13,2015-07-01,2015-07-01,7,0,37,0,0,0
13685,Investigating the effect of population stratification in the UK on genome-wide assocation studies,2015-08-24,2015-08-01,2015-07-01,8,0,38,0,0,0
13721,Causal associations of circulating biomarkers with cardiovascular disease,2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
13745,Defining the normal ranges of blood count as a function of demographic variables and genetic analysis of blood count parameters,2013-06-01,2013-06-01,2013-04-01,6,0,12,0,0,0
13784,Correlates and Consequences of Cardiometabolic multimorbidity,2015-07-01,2015-07-01,2015-07-01,7,0,37,0,0,0
13797,"Socioeconomic status, depression and risk of stroke: analysis of 750,000 participants from two prospective cohort studies",2015-04-27,2015-04-01,2015-04-01,4,0,34,0,0,0
13869,Evaluating the Genetic Determinants of Uterine Fibroids in African and European Ancestry Individuals,2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
13933,Chronic inflammatory disorders and cardiovascular disease,2015-09-01,2015-09-01,2015-07-01,9,0,39,0,0,0
14048,Fast and accurate phasing and imputation using identity-by-descent (IBD),2015-07-01,2015-07-01,2015-07-01,7,0,37,0,0,0
14053,Non-motor symptoms of Parkinson?s disease,2016-07-11,2016-07-01,2016-07-01,7,0,49,0,0,0
14069,The genetics of obesity & thinness,2015-09-01,2015-09-01,2015-07-01,9,0,39,0,0,0
14095,Identification of genetic instruments of putative risk factors for Mendelian Randomization analyses of carcinogenic endpoints.,2015-08-31,2015-08-01,2015-07-01,8,0,38,0,0,0
14105,Characterizing the Shared Genetic Basis of Common Cancers,2015-07-20,2015-07-01,2015-07-01,7,0,37,0,0,0
14146,"Multimorbidity prevalence, patterns and associated factors: Analysis of the UK Biobank",2015-11-01,2015-11-01,2015-10-01,11,0,41,0,0,0
14151,Exploring multimorbidity in UK Biobank ? patterns of illness reporting and effects of comorbidity and multimorbidity on health outcomes,2015-11-01,2015-11-01,2015-10-01,11,0,41,0,0,0
14167,Examining associations between the built environment and cognitive function in adults,2015-05-29,2015-05-01,2015-04-01,5,0,35,0,0,0
14179,Sun exposure association with cardiovascular risk and mortality,2015-09-01,2015-09-01,2015-07-01,9,0,39,0,0,0
14237,Application of Imiomics to whole-body MRI data for creation and application of a human imaging atlas,2018-09-10,2018-09-01,2018-07-01,9,0,75,0,0,0
14259,Multi-omic analyses for association with kidney disease,2020-06-24,2020-06-01,2020-04-01,6,0,96,0,0,0
14292,PCA based selection scans and detection of polygenic selection signals in very large samples,2016-01-01,2016-01-01,2016-01-01,1,0,43,0,0,0
14302,Novel statistical analyses of obesity-related health outcomes in UK Biobank,2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
14421,Identifying the spectrum of biomedical traits in adults with pathogenic copy number variants (CNVs),2015-09-01,2015-09-01,2015-07-01,9,0,39,0,0,0
14466,Fat expandability and metabolic traits,2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
14568,Elucidating the effects of cardiovascular therapies and drug targets,2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
14575,Whole-genome approaches for dissecting (shared) genetic architecture and individual risk prediction of complex traits in human populations,2015-12-01,2015-12-01,2015-10-01,12,0,42,0,0,0
14631,Genetic and environmental influences on ageing well,2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
14649,Finding and characterizing latent genetic sub-structure,2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
14654,"Genetic factors underlying circadian rhythms, sleep, and cardiovascular health",2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
14762,Mortality Prediction through Machine Learning,2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
14770,Effects of road traffic noise and air pollution on diabetes and obesity in European cohorts: a harmonized approach in the BioSHaRE project,2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
14789,Genetic and epidemiological studies of gestational diabetes and downstream adverse health outcomes,2015-12-01,2015-12-01,2015-10-01,12,0,42,0,0,0
14791,Mendelian randomization studies of coffee and cardiometabolic health,2015-09-22,2015-09-01,2015-07-01,9,0,39,0,0,0
14801,Social isolation and health - what are the mechanisms?,2015-12-01,2015-12-01,2015-10-01,12,0,42,0,0,0
14817,Measures of socioeconomic status and self-reported eye disease in the UK Biobank cohort,2016-07-01,2016-07-01,2016-07-01,7,0,49,0,0,0
14829,Genetic determinants of taste preferences and risk of metabolic disease,2015-10-20,2015-10-01,2015-10-01,10,0,40,0,0,0
14840,"Examining linkages between low emissions travel and low emissions diets: Towards a better understanding of healthy, sustainable lifestyles",2015-12-01,2015-12-01,2015-10-01,12,0,42,0,0,0
14864,"Evaluation of the causal relation between hematocrit, hemoglobin, HbA1c, testosterone and cardiovascular outcomes in the UK Biobank using Mendelian randomization analysis",2016-04-18,2016-04-01,2016-04-01,4,0,46,0,0,0
14872,Refining an algorithm to identify individuals at the prediagnostic phase of Parkinson's disease,2019-04-18,2019-04-01,2019-04-01,4,0,82,0,0,0
14935,Electronic Longitudinal Alcohol Study in Communities (ELAStiC),2016-08-09,2016-08-01,2016-07-01,8,0,50,0,0,0
14990,"Dietary patterns, body composition and cardiovascular disease",2016-06-30,2016-06-01,2016-04-01,6,0,48,0,0,0
15008,"The impact of smoking, alcohol and adiposity on health outcomes in the UK Biobank",2014-03-31,2014-03-01,2014-01-01,3,0,21,0,0,0
15031,Genetic dissection of cardiovascular risk factors and their relation to disease to establish causality and identify novel targets of therapy,2015-09-18,2015-09-01,2015-07-01,9,0,39,0,0,0
15096,Multiple environmental exposures and health in UK Biobank,2015-11-30,2015-11-01,2015-10-01,11,0,41,0,0,0
15110,Genetic and non-genetic risk factors associated with alcohol consumption,2015-12-14,2015-12-01,2015-10-01,12,0,42,0,0,0
15147,Genetic epidemiology of psoriasis and other inflammatory skin diseases,2016-08-01,2016-08-01,2016-07-01,8,0,50,0,0,0
15152,"Interaction between diet, food preference and lifestyle with genetic factors influencing body mass, body adiposity and obesity",2016-01-01,2016-01-01,2016-01-01,1,0,43,0,0,0
15168,"Vitamin D status and Musculoskeletal Health in the UK Biobank: Relationships with Genetic Polymorphisms, Diet, Gender and Lifestyle Factors in South Asian and Caucasian Populations",2016-06-01,2016-06-01,2016-04-01,6,0,48,0,0,0
15175,Further defining the genetic architecture of Alzheimer's disease,2017-02-27,2017-02-01,2017-01-01,2,0,56,0,0,0
15181,Alzheimer?s Disease and Immune Events,2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
15255,Identification of the shared biological and sociodemographic factors underlying cardiovascular disease and dementia risk,2016-05-01,2016-05-01,2016-04-01,5,0,47,0,0,0
15272,Predicting Response to Standardized Pediatric Colitis Therapy (PROTECT),2015-11-03,2015-11-01,2015-10-01,11,0,41,0,0,0
15293,Genetic dissection of the relationships of myocardial diseases and their risk factors,2015-08-15,2015-08-01,2015-07-01,8,0,38,0,0,0
15326,Compressed Sensing and high-dimensional statistical methods in complex trait genomics,2015-10-03,2015-10-01,2015-10-01,10,0,40,0,0,0
15357,Detection of pleiotropic effects among pharmacogenes in UK Biobank participants,2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
15374,"Place, Environment and Health",2015-10-19,2015-10-01,2015-10-01,10,0,40,0,0,0
15390,Impact of fine-scale UK population structure on genome-wide association studies of complex human traits,2015-12-01,2015-12-01,2015-10-01,12,0,42,0,0,0
15422,Investigating genetic architecture and potential therapeutic targets in heart failure,2016-04-25,2016-04-01,2016-04-01,4,0,46,0,0,0
15479,Genetic architecture of immune diseases and allergies,2016-02-01,2016-02-01,2016-01-01,2,0,44,0,0,0
15595,"Renal Studies Group and Population Studies Group, Clinical Trial Service Unit and Epidemiological Studies Unit (CTSU), Nuffield Department of Population Health (NDPH), University of Oxford",2016-04-01,2016-04-01,2016-04-01,4,0,46,0,0,0
15666,The Effects of Education on Health-related Outcomes,2015-10-20,2015-10-01,2015-10-01,10,0,40,0,0,0
15678,"Genetic basis of circulating biomarkers, cardiometabolic disease, body composition and lifestyle",2015-12-01,2015-12-01,2015-10-01,12,0,42,0,0,0
15697,Lifestyle risk factors in association with dementia risk,2017-06-01,2017-06-01,2017-04-01,6,0,60,0,0,0
15700,"Ultraviolet radiation, vitamin D and osteoporosis",2016-07-18,2016-07-01,2016-07-01,7,0,49,0,0,0
15716,Risk factors for myopia in adults,2013-03-01,2013-03-01,2013-01-01,3,0,9,0,0,0
15825,MR-Base: an online resource for Mendelian randomization using summary data,2016-01-01,2016-01-01,2016-01-01,1,0,43,0,0,0
15856,The association of physical activity measured by accelerometry with major disease endpoints,2016-03-11,2016-03-01,2016-01-01,3,0,45,0,0,0
15860,Genetic Studies of Cardiac Morphology & Structural Abnormalities,2016-01-01,2016-01-01,2016-01-01,1,0,43,0,0,0
15915,Paternal lineages of the Y chromosome and men?s health and disease,2016-11-01,2016-11-01,2016-10-01,11,0,53,0,0,0
16009,A meta-analytic genome-wide association study for Vitamin D Levels,2016-02-01,2016-02-01,2016-01-01,2,0,44,0,0,0
16013,"Integrative analysis of disease association variants and electronic medical records to delineate the genetic mechanisms of human diseases, identify novel drug targets, and enable drug repositioning.",2016-02-01,2016-02-01,2016-01-01,2,0,44,0,0,0
16032,"Heart failure, physical activity and risk of adverse clinical events",2016-02-01,2016-02-01,2016-01-01,2,0,44,0,0,0
16066,Genetics of brain asymmetry and language-related disorders,2016-03-01,2016-03-01,2016-01-01,3,0,45,0,0,0
16084,Determinants of human fat distribution,2016-03-01,2016-03-01,2016-01-01,3,0,45,0,0,0
16097,Phenome-wide association studies of drug targets,2016-01-01,2016-01-01,2016-01-01,1,0,43,0,0,0
16124,Stratifying Psychosis Using BioBank,2018-07-17,2018-07-01,2018-07-01,7,0,73,0,0,0
16153,Quantifying the effects of sleep on cardiovascular health risk factors: A population analysis using UK biobank data,2017-01-02,2017-01-01,2017-01-01,1,0,55,0,0,0
16218,Dissecting the genetic and phenotypic architecture of cardiovascular disease,2016-07-15,2016-07-01,2016-07-01,7,0,49,0,0,0
16239,Study on the genetic underpinnings of peripheral vascular disease,2016-07-01,2016-07-01,2016-07-01,7,0,49,0,0,0
16256,"Prevalence, causes, risk factors and outcomes of intracranial haemorrhage in the UK Biobank cohort.",2019-10-02,2019-10-01,2019-10-01,10,0,88,0,0,0
16273,Lifestyle-predictive brain-body interactions,2016-03-01,2016-03-01,2016-01-01,3,0,45,0,0,0
16315,"Population Mapping of Brain, Eye, Spinal Cord, and Abdomen Anatomy in the Context of Electronic Medical Records",2018-04-06,2018-04-01,2018-04-01,4,0,70,0,0,0
16389,Exploring Diet/Lifestyle factors as causes and modifiers of genetic determinants of obesity and metabolic traits,2015-12-01,2015-12-01,2015-10-01,12,0,42,0,0,0
16391,Investigating causal effects of accelerometer measures and body composition on chronic disease,2016-04-01,2016-04-01,2016-04-01,4,0,46,0,0,0
16406,Causes of individual differences in cognitive and mental health,2016-02-15,2016-02-01,2016-01-01,2,0,44,0,0,0
16434,Sleep Duration and Cognitive Function in the Population,2015-11-17,2015-11-01,2015-10-01,11,0,41,0,0,0
16447,Genetic and non-genetic factor associated with cancer and other chronic diseases across racial/ethnic populations,2021-05-19,2021-05-01,2021-04-01,5,0,107,0,0,0
16549,Components of heritability in a UK Biobank cohort,2016-03-01,2016-03-01,2016-01-01,3,0,45,0,0,0
16577,Investigations of the genetic overlap between internalising psychiatric disorders and co-morbid physical health disorders.,2015-10-01,2015-10-01,2015-10-01,10,0,40,0,0,0
16583,The Genetic Epidemiology of AML,2016-03-01,2016-03-01,2016-01-01,3,0,45,0,0,0
16651,Genetic architecture of disease and related anthropometric phenotypes,2016-01-12,2016-01-01,2016-01-01,1,0,43,0,0,0
16698,Identification of protective genetic modifiers of autoimmune disease risk in the UK Biobank cohort.,2015-10-15,2015-10-01,2015-10-01,10,0,40,0,0,0
16729,"MR-PheWAS: hypothesis prioritization among potential causal effects of body mass index on many outcomes with Mendelian randomisation, using 500K participants of the UK biobank",2016-03-01,2016-03-01,2016-01-01,3,0,45,0,0,0
16740,Developing Methodology to Identify Genetic Factors Associated with Physical Activity,2016-07-01,2016-07-01,2016-07-01,7,0,49,0,0,0
16803,Discovery and replication of low-frequency variants involved in complex diseases,2016-01-11,2016-01-01,2016-01-01,1,0,43,0,0,0
16944,Genetic epidemiology of adult primary brain tumors,2016-02-01,2016-02-01,2016-01-01,2,0,44,0,0,0
16971,Trinean DNA Contamination detection project,2016-04-18,2016-04-01,2016-04-01,4,0,46,0,0,0
17044,Neurobiological and cognitive markers of genetic risk for mental disorders,2016-09-01,2016-09-01,2016-07-01,9,0,51,0,0,0
17085,Dissemination of shared genetics across phenotypes associated with reproductive health and related endophenotypes,2016-01-01,2016-01-01,2016-01-01,1,0,43,0,0,0
17139,The relationship between the food environment and cardiovascular outcomes,2016-06-01,2016-06-01,2016-04-01,6,0,48,0,0,0
